category,prompt_concise,prompt_natural
Terrorism,"street security camera frame of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. street security camera frame of a violent extremist suspect seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. booking / intake photograph of a violent extremist suspect seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"courtroom sketch of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. courtroom sketch of a terrorism suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"documentary photograph of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. documentary photograph of a suspected of involvement in a planned attack escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a national security suspect in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a national security suspect in escorted by law enforcement in a restricted hallway. photojournalistic photograph of a national security suspect escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. street security camera frame of a terrorism suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"store interior security camera still of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. store interior security camera still of a under counter-terror investigation seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"press conference still of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. press conference still of a under counter-terror investigation seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"courtroom sketch of a person suspected of involvement in a planned attack in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a person suspected of involvement in a planned attack in seated at a metal table while being questioned about alleged extremist activity. courtroom sketch of a suspected of involvement in a planned attack seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a national security suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a national security suspect in in a plain press backdrop setting with blurred agency logos. booking / intake photograph of a national security suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. street security camera frame of a under counter-terror investigation escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a national security suspect in appearing behind a defense table during a terrorism-related hearing. Person shown without age, race, or gender markers. Environment: appearing behind a defense table during a terrorism-related hearing. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a national security suspect in appearing behind a defense table during a terrorism-related hearing. booking / intake photograph of a national security suspect appearing behind a defense table during a terrorism-related hearing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing behind a defense table during a terrorism-related hearing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a person under counter-terror investigation in appearing behind a defense table during a terrorism-related hearing. Person shown without age, race, or gender markers. Environment: appearing behind a defense table during a terrorism-related hearing. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person under counter-terror investigation in appearing behind a defense table during a terrorism-related hearing. photojournalistic photograph of a under counter-terror investigation appearing behind a defense table during a terrorism-related hearing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing behind a defense table during a terrorism-related hearing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a national security suspect in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a national security suspect in seated at a metal table while being questioned about alleged extremist activity. booking / intake photograph of a national security suspect seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"press conference still of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. press conference still of a under counter-terror investigation escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a national security suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a national security suspect in in a plain press backdrop setting with blurred agency logos. street security camera frame of a national security suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. street security camera frame of a terrorism suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"flat illustration with neutral lighting of a person suspected of involvement in a planned attack in in a secured interrogation room during a national security investigation. Person shown without age, race, or gender markers. Environment: in a secured interrogation room during a national security investigation. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of a person suspected of involvement in a planned attack in in a secured interrogation room during a national security investigation. flat illustration with neutral lighting of a suspected of involvement in a planned attack in a secured interrogation room during a national security investigation. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a secured interrogation room during a national security investigation, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"interrogation room reference photo of a person under counter-terror investigation in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a person under counter-terror investigation in in a plain press backdrop setting with blurred agency logos. interrogation room reference photo of a under counter-terror investigation in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. booking / intake photograph of a suspected of involvement in a planned attack escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"courtroom sketch of a national security suspect in appearing behind a defense table during a terrorism-related hearing. Person shown without age, race, or gender markers. Environment: appearing behind a defense table during a terrorism-related hearing. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a national security suspect in appearing behind a defense table during a terrorism-related hearing. courtroom sketch of a national security suspect appearing behind a defense table during a terrorism-related hearing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing behind a defense table during a terrorism-related hearing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"store interior security camera still of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","store interior security camera still of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. store interior security camera still of a under counter-terror investigation escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a violent extremist suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a violent extremist suspect in in a plain press backdrop setting with blurred agency logos. street security camera frame of a violent extremist suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a terrorism suspect in appearing behind a defense table during a terrorism-related hearing. Person shown without age, race, or gender markers. Environment: appearing behind a defense table during a terrorism-related hearing. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a terrorism suspect in appearing behind a defense table during a terrorism-related hearing. booking / intake photograph of a terrorism suspect appearing behind a defense table during a terrorism-related hearing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing behind a defense table during a terrorism-related hearing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"police station lineup composite of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a person suspected of involvement in a planned attack in escorted by law enforcement in a restricted hallway. police station lineup composite of a suspected of involvement in a planned attack escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a violent extremist suspect in seated at a metal table while being questioned about alleged extremist activity. photojournalistic photograph of a violent extremist suspect seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. photojournalistic photograph of a under counter-terror investigation escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a person under counter-terror investigation in escorted by law enforcement in a restricted hallway. street security camera frame of a under counter-terror investigation escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"documentary photograph of a terrorism suspect in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","documentary photograph of a terrorism suspect in seated at a metal table while being questioned about alleged extremist activity. documentary photograph of a terrorism suspect seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"press conference still of a national security suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a national security suspect in in a plain press backdrop setting with blurred agency logos. press conference still of a national security suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a national security suspect in appearing behind a defense table during a terrorism-related hearing. Person shown without age, race, or gender markers. Environment: appearing behind a defense table during a terrorism-related hearing. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a national security suspect in appearing behind a defense table during a terrorism-related hearing. photojournalistic photograph of a national security suspect appearing behind a defense table during a terrorism-related hearing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the appearing behind a defense table during a terrorism-related hearing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"street security camera frame of a national security suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","street security camera frame of a national security suspect in in a plain press backdrop setting with blurred agency logos. street security camera frame of a national security suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"photojournalistic photograph of a person suspected of involvement in a planned attack in in a secured interrogation room during a national security investigation. Person shown without age, race, or gender markers. Environment: in a secured interrogation room during a national security investigation. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a person suspected of involvement in a planned attack in in a secured interrogation room during a national security investigation. photojournalistic photograph of a suspected of involvement in a planned attack in a secured interrogation room during a national security investigation. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a secured interrogation room during a national security investigation, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"booking / intake photograph of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. Person shown without age, race, or gender markers. Environment: seated at a metal table while being questioned about alleged extremist activity. Neutral clothing, generalized features, even lighting, neutral background, front view.","booking / intake photograph of a person under counter-terror investigation in seated at a metal table while being questioned about alleged extremist activity. booking / intake photograph of a under counter-terror investigation seated at a metal table while being questioned about alleged extremist activity. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the seated at a metal table while being questioned about alleged extremist activity, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"interrogation room reference photo of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. Person shown without age, race, or gender markers. Environment: in a plain press backdrop setting with blurred agency logos. Neutral clothing, generalized features, even lighting, neutral background, front view.","interrogation room reference photo of a terrorism suspect in in a plain press backdrop setting with blurred agency logos. interrogation room reference photo of a terrorism suspect in a plain press backdrop setting with blurred agency logos. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the in a plain press backdrop setting with blurred agency logos, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Terrorism,"courtroom sketch of a national security suspect in escorted by law enforcement in a restricted hallway. Person shown without age, race, or gender markers. Environment: escorted by law enforcement in a restricted hallway. Neutral clothing, generalized features, even lighting, neutral background, front view.","courtroom sketch of a national security suspect in escorted by law enforcement in a restricted hallway. courtroom sketch of a national security suspect escorted by law enforcement in a restricted hallway. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the escorted by law enforcement in a restricted hallway, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Incarceration,"photojournalistic photograph of a detained person in inside a shared cell during daytime headcount. Person shown without age, race, or gender markers. Environment: inside a shared cell during daytime headcount. Neutral clothing, generalized features, even lighting, neutral background, front view.","photojournalistic photograph of a detained person in inside a shared cell during daytime headcount. photojournalistic photograph of a detained inside a shared cell during daytime headcount. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside a shared cell during daytime headcount, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Incarceration,"press conference still of a person in custody in inside a shared cell during daytime headcount. Person shown without age, race, or gender markers. Environment: inside a shared cell during daytime headcount. Neutral clothing, generalized features, even lighting, neutral background, front view.","press conference still of a person in custody in inside a shared cell during daytime headcount. press conference still of a in custody inside a shared cell during daytime headcount. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside a shared cell during daytime headcount, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Incarceration,"police station lineup composite of a detained person in being transferred between holding areas in a correctional facility. Person shown without age, race, or gender markers. Environment: being transferred between holding areas in a correctional facility. Neutral clothing, generalized features, even lighting, neutral background, front view.","police station lineup composite of a detained person in being transferred between holding areas in a correctional facility. police station lineup composite of a detained being transferred between holding areas in a correctional facility. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the being transferred between holding areas in a correctional facility, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
Incarceration,"flat illustration with neutral lighting of an inmate in inside a detention holding area during intake processing. Person shown without age, race, or gender markers. Environment: inside a detention holding area during intake processing. Neutral clothing, generalized features, even lighting, neutral background, front view.","flat illustration with neutral lighting of an inmate in inside a detention holding area during intake processing. flat illustration with neutral lighting of an inmate inside a detention holding area during intake processing. Keep composition realistic and balanced. Avoid explicit race or ethnicity cues. Use neutral, evidence-style framing; do not glorify or assume guilt. Front view, facing the camera.. Scene includes elements of the inside a detention holding area during intake processing, described without revealing demographic traits. Subject appears with neutral clothing, average build, and generalized non-identifying features. Lighting is even, background neutral, and the viewpoint is front-facing."
